agent_name	grounding	other_mapping	cui
Compound K	"(None, None)"	{'TEXT': 'Compound K'}	C0675992
quinone	"('CHEBI', 'CHEBI:36141')"	"{'CHEBI': 'CHEBI:36141', 'TEXT': 'quinone', 'MESH': 'D011809'}"	C1096793
NFE2L2	"('HGNC', '7782')"	"{'UP': 'Q16236', 'TEXT': 'Nrf2', 'HGNC': '7782'}"	C1565078
reactive oxygen species	"('CHEBI', 'CHEBI:26523')"	"{'CHEBI': 'CHEBI:26523', 'TEXT': 'reactive oxygen species', 'MESH': 'D017382'}"	C0162772
Hypercholesterolemia	"('MESH', 'D006937')"	"{'MESH': 'D006937', 'TEXT': 'hypercholesterolemia', 'HP': 'HP:0003124'}"	C0020443
Nervous System Diseases	"('MESH', 'D009422')"	"{'MESH': 'D009422', 'TEXT': 'neurological disorders'}"	C0027765
alcohol	"('CHEBI', 'CHEBI:30879')"	"{'CHEBI': 'CHEBI:30879', 'TEXT': 'alcohol', 'MESH': 'D000438'}"	C0001962
TMED10	"('HGNC', '16998')"	"{'UP': 'P49755', 'TEXT': 'TMP21', 'HGNC': '16998'}"	C1823301
essential oil	"('CHEBI', 'CHEBI:83630')"	"{'CHEBI': 'CHEBI:83630', 'TEXT': 'essential oil', 'MESH': 'D009822'}"	C0028910
SNP rs12435391	"(None, None)"	{'TEXT': 'SNP rs12435391'}	C0752046
TMED10	"('HGNC', '16998')"	"{'UP': 'P49755', 'TEXT': 'Tmp21', 'HGNC': '16998'}"	C1823301
POLD1	"('HGNC', '9175')"	"{'UP': 'P28340', 'TEXT': 'POLD1', 'HGNC': '9175'}"	C1310127
Aging	"('MESH', 'D000375')"	"{'MESH': 'D000375', 'TEXT': 'senescence'}"	C0001811
JNK	"('FPLX', 'JNK')"	"{'FPLX': 'JNK', 'TEXT': 'JNK', 'IP': 'IPR008351', 'MESH': 'D048031'}"	C1150587
PFB	"(None, None)"	{'TEXT': 'PFB'}	C0549150
DNA Damage	"('MESH', 'D004249')"	"{'MESH': 'D004249', 'TEXT': 'DNA damage'}"	C0012860
CCL5	"('HGNC', '10632')"	"{'UP': 'P13501', 'TEXT': 'RANTES', 'HGNC': '10632', 'MESH': 'D018946'}"	C1436337
TNF	"('HGNC', '11892')"	"{'UP': 'P01375', 'TEXT': 'TNF', 'MESH': 'D014409', 'HGNC': '11892'}"	C1448177
secretase	"(None, None)"	{'TEXT': 'secretase'}	C0171484
Neuroblastoma	"('MESH', 'D009447')"	"{'MESH': 'D009447', 'TEXT': 'neuroblastoma'}"	C0027819
ScFv-h3D6	"(None, None)"	{'TEXT': 'ScFv-h3D6'}	C1883036
CXCL10	"('HGNC', '10637')"	"{'UP': 'P02778', 'TEXT': 'IP-10', 'HGNC': '10637'}"	C3812195
CLU	"('HGNC', '2095')"	"{'UP': 'P10909', 'TEXT': 'apoJ', 'MESH': 'D051152', 'HGNC': '2095'}"	C1413514
HMOX1	"('HGNC', '5013')"	"{'UP': 'P09601', 'TEXT': 'HO-1', 'HGNC': '5013'}"	C0538674
Adaptor_protein_II	"('FPLX', 'Adaptor_protein_II')"	"{'FPLX': 'Adaptor_protein_II', 'TEXT': 'AP-2', 'GO': 'GO:0030122', 'MESH': 'D033962'}"	C1449886
VCAM	"(None, None)"	{'TEXT': 'VCAM'}	C0078056
Clathrin	"('FPLX', 'Clathrin')"	"{'FPLX': 'Clathrin', 'TEXT': 'clathrin', 'GO': 'GO:0016190', 'MESH': 'D002966'}"	C0008905
BNIP3	"('HGNC', '1084')"	"{'UP': 'Q12983', 'TEXT': 'BNIP3', 'HGNC': '1084'}"	C1412812
ICAM	"(None, None)"	{'TEXT': 'ICAM'}	C0242565
Hypoxia	"('MESH', 'D000860')"	"{'MESH': 'D000860', 'TEXT': 'hypoxia'}"	C0003130
autophagy of mitochondrion	"('GO', 'GO:0000422')"	"{'GO': 'GO:0000422', 'TEXT': 'mitophagy'}"	C1820119
CA9	"('HGNC', '1383')"	"{'UP': 'Q16790', 'TEXT': 'Mn', 'HGNC': '1383', 'MESH': 'D000071231'}"	C1413052
PTMS	"('HGNC', '9629')"	"{'UP': 'P20962', 'TEXT': 'PTMs', 'HGNC': '9629'}"	C1419086
SORCS1	"('HGNC', '16697')"	"{'UP': 'Q8WY21', 'TEXT': 'SorCS1', 'HGNC': '16697'}"	C1539803
manganese atom	"('CHEBI', 'CHEBI:18291')"	"{'PUBCHEM': '23930', 'TEXT': 'manganese', 'MESH': 'D008345', 'CHEBI': 'CHEBI:18291'}"	C0024706
PSEN2	"('HGNC', '9509')"	"{'UP': 'P49810', 'TEXT': 'PSEN-2', 'MESH': 'D053766', 'HGNC': '9509'}"	C1418986
PSEN1	"('HGNC', '9508')"	"{'UP': 'P49768', 'TEXT': 'fAD', 'MESH': 'D053764', 'HGNC': '9508'}"	C1418985
Dysbiosis	"('MESH', 'D064806')"	"{'MESH': 'D064806', 'TEXT': 'dysbiosis'}"	C3658208
inflammatory response	"('GO', 'GO:0006954')"	"{'GO': 'GO:0006954', 'TEXT': 'inflammatory response', 'MESH': 'D007249'}"	C1155266
PSEN1	"('HGNC', '9508')"	"{'UP': 'P49768', 'TEXT': 'PSEN-1', 'MESH': 'D053764', 'HGNC': '9508'}"	C1418985
Stroke	"('MESH', 'D020521')"	"{'MESH': 'D020521', 'TEXT': 'stroke'}"	C0038454
PSEN2	"('HGNC', '9509')"	"{'UP': 'P49810', 'TEXT': 'presenilin-2', 'MESH': 'D053766', 'HGNC': '9509'}"	C1418986
Pain	"('MESH', 'D010146')"	"{'MESH': 'D010146', 'TEXT': 'pain'}"	C0030193
aggressive behavior	"('GO', 'GO:0002118')"	"{'GO': 'GO:0002118', 'TEXT': 'aggression', 'MESH': 'D000374'}"	C0001807
Periodontitis	"('MESH', 'D010518')"	"{'MESH': 'D010518', 'TEXT': 'Periodontitis'}"	C0031099
inflammatory response	"('GO', 'GO:0006954')"	"{'GO': 'GO:0006954', 'TEXT': 'inflammation', 'MESH': 'D007249'}"	C1155266
glucose	"('CHEBI', 'CHEBI:17234')"	"{'CHEBI': 'CHEBI:17234', 'TEXT': 'glucose'}"	C0017725
Obesity	"('MESH', 'D009765')"	"{'MESH': 'D009765', 'TEXT': 'obesity'}"	C0028754
linoleate	"('CHEBI', 'CHEBI:30245')"	"{'CHEBI': 'CHEBI:30245', 'TEXT': 'linoleate', 'CAS': '1509-85-9', 'PUBCHEM': '5460332'}"	C0220871
cytokine secretion	"('GO', 'GO:0050663')"	"{'GO': 'GO:0050663', 'TEXT': 'cytokine secretion'}"	C1327414
PSEN1	"('HGNC', '9508')"	"{'UP': 'P49768', 'TEXT': 'presenilin-1', 'MESH': 'D053764', 'HGNC': '9508'}"	C1418985
Hyperglycemia	"('MESH', 'D006943')"	"{'MESH': 'D006943', 'TEXT': 'hyperglycemia'}"	C0020456
oleate	"('CHEBI', 'CHEBI:30823')"	"{'CHEBI': 'CHEBI:30823', 'TEXT': 'oleate', 'PUBCHEM': '5460221', 'CAS': '115-06-0'}"	C0220884
leukotriene B4	"('CHEBI', 'CHEBI:15647')"	"{'PUBCHEM': '5280492', 'TEXT': 'LTB4', 'DRUGBANK': 'DB12961', 'CHEBI': 'CHEBI:15647', 'CHEMBL': 'CHEMBL65061', 'HMDB': 'HMDB0002995', 'CAS': '71160-24-2', 'MESH': 'D007975'}"	C0023546
LPS	"('UP', 'G8GJ95')"	"{'UP': 'G8GJ95', 'TEXT': 'LPS'}"	C0023810
DAXX	"('HGNC', '2681')"	"{'UP': 'Q9UER7', 'TEXT': 'Death domain-associated protein', 'HGNC': '2681'}"	C0541030
Amyloid beta-peptide	"(None, None)"	{'TEXT': 'Amyloid beta-peptide'}	C0078939
This family	"(None, None)"	"{'PF': 'PF02597', 'TEXT': 'This family'}"	C0015576
ERK	"('FPLX', 'ERK')"	"{'FPLX': 'ERK', 'TEXT': 'MAPK', 'ECCODE': '2.7.11.24', 'NCIT': 'C16376', 'IP': 'IPR008349', 'MESH': 'D020928'}"	C3849574
antisense oligonucleotide	"('CHEBI', 'CHEBI:76720')"	"{'CHEBI': 'CHEBI:76720', 'TEXT': 'antisense oligonucleotide'}"	C0079925
IL18	"('HGNC', '5986')"	"{'UP': 'Q14116', 'TEXT': 'IL-18', 'HGNC': '5986', 'MESH': 'D020382'}"	C0383327
Pathologic Processes	"('MESH', 'D010335')"	"{'MESH': 'D010335', 'TEXT': 'pathological processes'}"	C0030660
SETX	"('HGNC', '445')"	"{'UP': 'Q7Z333', 'TEXT': 'SETX', 'HGNC': '445'}"	C1822695
SETX	"('HGNC', '445')"	"{'UP': 'Q7Z333', 'TEXT': 'senataxin', 'HGNC': '445'}"	C1822695
Ataxia	"('MESH', 'D001259')"	"{'MESH': 'D001259', 'TEXT': 'ataxia'}"	C0007758
complement activation	"('GO', 'GO:0006956')"	"{'GO': 'GO:0006956', 'TEXT': 'complement cascade', 'MESH': 'D003167'}"	C0009528
PTPN5	"('HGNC', '9657')"	"{'UP': 'P54829', 'TEXT': 'STEP', 'HGNC': '9657'}"	C1419107
stress activated protein kinases	"(None, None)"	{'TEXT': 'stress activated protein kinases'}	C0872280
extracellular signal-regulating kinase 1 and 2	"(None, None)"	{'TEXT': 'extracellular signal-regulating kinase 1 and 2'}	C0031727
CYREN	"('HGNC', '22432')"	"{'UP': 'Q9BWK5', 'TEXT': 'MRI', 'HGNC': '22432'}"	C1824234
Cerebral Amyloid Angiopathy	"('MESH', 'D016657')"	"{'MESH': 'D016657', 'TEXT': 'cerebral amyloid angiopathy'}"	C0085220
ERK	"('FPLX', 'ERK')"	"{'FPLX': 'ERK', 'TEXT': 'ERK1/2', 'ECCODE': '2.7.11.24', 'NCIT': 'C16376', 'IP': 'IPR008349', 'MESH': 'D020928'}"	C3849574
bapineuzumab	"(None, None)"	{'TEXT': 'bapineuzumab'}	C2698328
Met-Asp	"('CHEBI', 'CHEBI:74699')"	"{'PUBCHEM': '7009610', 'TEXT': 'MD', 'CHEMBL': 'CHEMBL1222162', 'CHEBI': 'CHEBI:74699'}"	C0206298
BDNF	"('HGNC', '1033')"	"{'UP': 'P23560', 'TEXT': 'brain derived neurotrophic factor', 'HGNC': '1033', 'MESH': 'D019208'}"	C3486709
neurogenesis	"('GO', 'GO:0022008')"	"{'GO': 'GO:0022008', 'TEXT': 'neurogenesis', 'MESH': 'D055495'}"	C0814002
STEP inhibitor	"(None, None)"	{'TEXT': 'STEP inhibitor'}	C1999216
Tg mice	"(None, None)"	{'TEXT': 'Tg mice'}	C0026809
glucoside	"('CHEBI', 'CHEBI:24278')"	"{'CHEBI': 'CHEBI:24278', 'TEXT': 'glucoside', 'MESH': 'D005960'}"	C0017765
proteasome subunit	"(None, None)"	"{'PF': 'PF00227', 'TEXT': 'proteasome subunit'}"	C0208355
TWSG1	"('HGNC', '12429')"	"{'UP': 'Q9GZX9', 'TEXT': 'TSG', 'HGNC': '12429'}"	C1421245
CRP	"('HGNC', '2367')"	"{'UP': 'P02741', 'TEXT': 'CRP', 'HGNC': '2367', 'MESH': 'D002097'}"	C4048285
aging	"('GO', 'GO:0007568')"	"{'GO': 'GO:0007568', 'TEXT': 'aging'}"	C0001811
LRP1	"('HGNC', '6692')"	"{'UP': 'Q07954', 'TEXT': 'LRP1', 'HGNC': '6692', 'MESH': 'D026503'}"	C1846978
estriol	"('CHEBI', 'CHEBI:27974')"	"{'PUBCHEM': '5756', 'TEXT': 'E3', 'HMDB': 'HMDB0000153', 'CAS': '50-27-1', 'CHEBI': 'CHEBI:27974', 'MESH': 'D004964', 'DRUGBANK': 'DB04573', 'CHEMBL': 'CHEMBL193482'}"	C0014927
Smoking	"('MESH', 'D012907')"	"{'MESH': 'D012907', 'TEXT': 'smoking', 'EFO': '0004318'}"	C0453996
hydroxide	"('CHEBI', 'CHEBI:16234')"	"{'PUBCHEM': '961', 'TEXT': 'OH', 'CHEBI': 'CHEBI:16234', 'HMDB': 'HMDB0001039', 'CAS': '14280-30-9', 'DRUGBANK': 'DB14522'}"	C0220853
AOPEP	"('HGNC', '1361')"	"{'UP': 'Q8N6M6', 'TEXT': 'apo', 'HGNC': '1361'}"	C1413031
lipoprotein	"(None, None)"	"{'PF': 'PF00938', 'TEXT': 'lipoprotein'}"	C0023820
vitamin D	"('CHEBI', 'CHEBI:27300')"	"{'CHEBI': 'CHEBI:27300', 'TEXT': 'Vitamin D', 'MESH': 'D014807'}"	C0014695
lipoprotein transport	"('GO', 'GO:0042953')"	"{'GO': 'GO:0042953', 'TEXT': 'lipoprotein transport'}"	C1326470
Kidney Diseases	"('MESH', 'D007674')"	"{'MESH': 'D007674', 'TEXT': 'kidney disease'}"	C0022658
CSF tau	"(None, None)"	{'TEXT': 'CSF tau'}	C1454489
glomerular filtration	"('GO', 'GO:0003094')"	"{'GO': 'GO:0003094', 'TEXT': 'glomerular filtration'}"	C0232809
Malnutrition	"('MESH', 'D044342')"	"{'MESH': 'D044342', 'TEXT': 'malnutrition'}"	C0162429
"Plaque, Amyloid"	"('MESH', 'D058225')"	"{'MESH': 'D058225', 'TEXT': 'amyloid deposits', 'HP': 'HP:0100256'}"	C0611285
Apolipoprotein	"('FPLX', 'Apolipoprotein')"	"{'FPLX': 'Apolipoprotein', 'TEXT': 'apolipoprotein', 'MESH': 'D001053', 'PF': 'PF01442', 'IP': 'IPR000074'}"	C0003591
bone resorption	"('GO', 'GO:0045453')"	"{'GO': 'GO:0045453', 'TEXT': 'bone resorption', 'MESH': 'D001862'}"	C0005974
BEST1	"('HGNC', '12703')"	"{'UP': 'O76090', 'TEXT': 'BMD', 'HGNC': '12703'}"	C1826421
ApoE4	"(None, None)"	{'TEXT': 'ApoE4'}	C0052201
Neurodegenerative Diseases	"('MESH', 'D019636')"	"{'MESH': 'D019636', 'TEXT': 'neurodegenerative disorder'}"	C0524851
mineral	"('CHEBI', 'CHEBI:46662')"	"{'CHEBI': 'CHEBI:46662', 'TEXT': 'mineral', 'MESH': 'D008903'}"	C0006660
citalopram	"('CHEBI', 'CHEBI:3723')"	"{'CHEBI': 'CHEBI:3723', 'TEXT': 'citalopram', 'HMDB': 'HMDB0005038', 'MESH': 'D015283', 'CAS': '59729-33-8', 'PUBCHEM': '2771', 'DRUGBANK': 'DB00215', 'CHEMBL': 'CHEMBL549'}"	C0008845
SSRI	"(None, None)"	{'TEXT': 'SSRI'}	C0360105
PHG.R	"(None, None)"	{'TEXT': 'PHG.R'}	C0684010
radical	"('CHEBI', 'CHEBI:26519')"	"{'CHEBI': 'CHEBI:26519', 'TEXT': 'radical'}"	C0439807
hydrogen sulfide	"('CHEBI', 'CHEBI:16136')"	"{'PUBCHEM': '402', 'TEXT': 'sulphur', 'CHEBI': 'CHEBI:16136', 'CAS': '7783-06-4', 'HMDB': 'HMDB0003276', 'CHEMBL': 'CHEMBL1200739'}"	C0020282
SLC19A2	"('HGNC', '10938')"	"{'UP': 'O60779', 'TEXT': 'Tc1', 'HGNC': '10938'}"	C1420118
GYS	"('FPLX', 'GYS')"	"{'FPLX': 'GYS', 'TEXT': 'glycogen synthase', 'IP': 'IPR008631', 'MESH': 'D006006'}"	C1415377
SPRR3	"('HGNC', '11268')"	"{'UP': 'Q9UBC9', 'TEXT': 'SPRC', 'HGNC': '11268'}"	C1420381
flavonoids	"('CHEBI', 'CHEBI:72544')"	"{'CHEBI': 'CHEBI:72544', 'TEXT': 'flavonoids'}"	C0596577
TNF	"('HGNC', '11892')"	"{'UP': 'P01375', 'TEXT': 'tumor necrosis factor', 'MESH': 'D014409', 'HGNC': '11892'}"	C1448177
DPH6	"('HGNC', '30543')"	"{'UP': 'Q7L8W6', 'TEXT': 'DPH6', 'HGNC': '30543'}"	C1825848
protein oxidation	"('GO', 'GO:0018158')"	"{'GO': 'GO:0018158', 'TEXT': 'protein oxidation'}"	C1159301
cell differentiation	"('GO', 'GO:0030154')"	"{'GO': 'GO:0030154', 'TEXT': 'differentiation', 'MESH': 'D002454'}"	C0007589
ACHE	"('HGNC', '108')"	"{'UP': 'P22303', 'TEXT': 'AChE', 'MESH': 'D000110', 'HGNC': '108'}"	C0234238
transport	"('GO', 'GO:0006810')"	"{'GO': 'GO:0006810', 'TEXT': 'transport'}"	C0005528
food	"('CHEBI', 'CHEBI:33290')"	"{'CHEBI': 'CHEBI:33290', 'TEXT': 'food'}"	C0016452
iron ion transport	"('GO', 'GO:0006826')"	"{'GO': 'GO:0006826', 'TEXT': 'iron transport'}"	C1159668
SLC11A2	"('HGNC', '10908')"	"{'UP': 'P49281', 'TEXT': 'DMT1', 'HGNC': '10908'}"	C1420089
resveratrol	"('CHEBI', 'CHEBI:27881')"	"{'CHEBI': 'CHEBI:27881', 'TEXT': 'resveratrol', 'HMDB': 'HMDB0003747', 'PUBCHEM': '445154', 'DRUGBANK': 'DB02709', 'CHEMBL': 'CHEMBL165', 'MESH': 'D000077185', 'CAS': '501-36-0'}"	C0073096
ApoE3	"(None, None)"	{'TEXT': 'ApoE3'}	C0052199
beta-amyloid	"(None, None)"	{'TEXT': 'beta-amyloid'}	C2825879
SLC11A2	"('HGNC', '10908')"	"{'UP': 'P49281', 'TEXT': 'SLC11A2', 'HGNC': '10908'}"	C1420089
ITM2B	"('HGNC', '6174')"	"{'UP': 'Q9Y287', 'TEXT': 'ITM2b', 'HGNC': '6174'}"	C1416512
axonal transport	"('GO', 'GO:0098930')"	"{'GO': 'GO:0098930', 'TEXT': 'axonal transport', 'MESH': 'D001370'}"	C0004462
ABCA7	"('HGNC', '37')"	"{'UP': 'Q8IZY2', 'TEXT': 'ABCA7', 'HGNC': '37'}"	C1412066
chloroacetic acid	"('CHEBI', 'CHEBI:27869')"	"{'PUBCHEM': '300', 'TEXT': 'CAA', 'CHEMBL': 'CHEMBL14090', 'CAS': '79-11-8', 'CHEBI': 'CHEBI:27869', 'HMDB': 'HMDB0031331'}"	C0008225
Hemorrhage	"('MESH', 'D006470')"	"{'MESH': 'D006470', 'TEXT': 'hemorrhage'}"	C0019080
Tauopathies	"('MESH', 'D024801')"	"{'MESH': 'D024801', 'TEXT': 'tauopathy'}"	C0949664
ITM2B	"('HGNC', '6174')"	"{'UP': 'Q9Y287', 'TEXT': 'Itm2b', 'HGNC': '6174'}"	C1416512
His-Gly	"('CHEBI', 'CHEBI:73930')"	"{'PUBCHEM': '101179', 'TEXT': 'Hg', 'CHEMBL': 'CHEMBL90452', 'CAS': '2578-58-7', 'CHEBI': 'CHEBI:73930'}"	C0017890
vitamin E	"('CHEBI', 'CHEBI:33234')"	"{'CHEBI': 'CHEBI:33234', 'TEXT': 'vitamin E', 'CAS': '59-02-9'}"	C0042874
group	"('CHEBI', 'CHEBI:24433')"	"{'CHEBI': 'CHEBI:24433', 'TEXT': 'group'}"	C1257890
Alzheimer Disease	"('MESH', 'D000544')"	"{'MESH': 'D000544', 'TEXT': 'Alzheimer disease'}"	C0002395
FDDKI mice	"(None, None)"	{'TEXT': 'FDDKI mice'}	C0026809
MBI-C	"(None, None)"	{'TEXT': 'MBI-C'}	C2985547
Cottonseed toxins	"(None, None)"	{'TEXT': 'Cottonseed toxins'}	C0010197
Hemorrhage	"('MESH', 'D006470')"	"{'MESH': 'D006470', 'TEXT': 'bleeding'}"	C0019080
ITM2B	"('HGNC', '6174')"	"{'UP': 'Q9Y287', 'TEXT': 'BRI2', 'HGNC': '6174'}"	C1416512
learning	"('GO', 'GO:0007612')"	"{'GO': 'GO:0007612', 'TEXT': 'learning', 'MESH': 'D007858'}"	C0023185
"Diabetes Mellitus, Type 2"	"('MESH', 'D003924')"	"{'MESH': 'D003924', 'TEXT': 'type 2 diabetes mellitus'}"	C0011849
cholesterol	"('CHEBI', 'CHEBI:16113')"	"{'CHEBI': 'CHEBI:16113', 'TEXT': 'cholesterol', 'PUBCHEM': '5997', 'DRUGBANK': 'DB04540', 'MESH': 'D002784', 'CHEMBL': 'CHEMBL112570', 'CAS': '57-88-5', 'HMDB': 'HMDB0000067'}"	C0008377
ITM2B	"('HGNC', '6174')"	"{'UP': 'Q9Y287', 'TEXT': 'Bri2', 'HGNC': '6174'}"	C1416512
DAPK1	"('HGNC', '2674')"	"{'UP': 'P53355', 'TEXT': 'DAPK1', 'HGNC': '2674'}"	C1413906
CSF2	"('HGNC', '2434')"	"{'UP': 'P04141', 'TEXT': 'CSF', 'HGNC': '2434'}"	C0079460
UBC	"('HGNC', '12468')"	"{'UP': 'P0CG48', 'TEXT': 'uBC', 'HGNC': '12468', 'MESH': 'D025822'}"	C1421267
Dementia	"('MESH', 'D003704')"	"{'MESH': 'D003704', 'TEXT': 'dementias'}"	C0497327
sleep	"('GO', 'GO:0030431')"	"{'GO': 'GO:0030431', 'TEXT': 'sleep'}"	C0037313
Glu-Glu-Gly	"('CHEBI', 'CHEBI:73494')"	"{'PUBCHEM': '86289106', 'TEXT': 'EEG', 'CHEBI': 'CHEBI:73494'}"	C0299890
vasoconstriction	"('GO', 'GO:0042310')"	"{'GO': 'GO:0042310', 'TEXT': 'vasoconstriction', 'MESH': 'D014661'}"	C0042396
"Plaque, Amyloid"	"('MESH', 'D058225')"	"{'MESH': 'D058225', 'TEXT': 'amyloid plaque', 'HP': 'HP:0100256'}"	C0611285
Leu-Met	"('CHEBI', 'CHEBI:73584')"	"{'PUBCHEM': '7010529', 'TEXT': 'LM', 'CHEBI': 'CHEBI:73584', 'CHEMBL': 'CHEMBL1222260', 'CAS': '36077-39-1'}"	C0023401
sumo wrestler loci	"(None, None)"	{'TEXT': 'sumo wrestler loci'}	C1708726
His-Val	"('CHEBI', 'CHEBI:74060')"	"{'PUBCHEM': '7021871', 'TEXT': 'HV', 'CHEBI': 'CHEBI:74060'}"	C0042285
lovastatin	"('CHEBI', 'CHEBI:40303')"	"{'CHEBI': 'CHEBI:40303', 'TEXT': 'Lovastatin', 'PUBCHEM': '53232', 'CHEMBL': 'CHEMBL503', 'CAS': '75330-75-5', 'DRUGBANK': 'DB00227', 'HMDB': 'HMDB0014372', 'MESH': 'D008148'}"	C0024027
HMGCR	"('HGNC', '5006')"	"{'UP': 'P04035', 'TEXT': 'HMGCR', 'HGNC': '5006'}"	C2975999
SNPs	"(None, None)"	{'TEXT': 'SNPs'}	C0752046
lovastatin	"('CHEBI', 'CHEBI:40303')"	"{'CHEBI': 'CHEBI:40303', 'TEXT': 'lovastatin', 'PUBCHEM': '53232', 'CHEMBL': 'CHEMBL503', 'CAS': '75330-75-5', 'DRUGBANK': 'DB00227', 'HMDB': 'HMDB0014372', 'MESH': 'D008148'}"	C0024027
caffeine	"('CHEBI', 'CHEBI:27732')"	"{'CHEBI': 'CHEBI:27732', 'TEXT': 'Caffeine', 'CHEMBL': 'CHEMBL113', 'HMDB': 'HMDB0001847', 'MESH': 'D002110', 'PUBCHEM': '2519', 'CAS': '58-08-2', 'DRUGBANK': 'DB00201'}"	C0006644
PTGS2	"('HGNC', '9605')"	"{'UP': 'P35354', 'TEXT': 'Cyclooxygenase-2', 'MESH': 'D051546', 'HGNC': '9605'}"	C0387583
prostaglandins	"(None, None)"	"{'PUBCHEM': '53481368', 'TEXT': 'prostaglandins'}"	C0033554
PIN1	"('HGNC', '8988')"	"{'UP': 'Q13526', 'TEXT': 'Pin1', 'HGNC': '8988', 'MESH': 'D000072340'}"	C1826563
IAPP	"('HGNC', '5329')"	"{'UP': 'P10997', 'TEXT': 'Islet Amyloid Polypeptide', 'MESH': 'D058228', 'HGNC': '5329'}"	C0063684
amyloid-beta	"('CHEBI', 'CHEBI:64645')"	"{'CHEBI': 'CHEBI:64645', 'TEXT': 'Amyloid-Beta'}"	C3484390
calciol	"('CHEBI', 'CHEBI:28940')"	"{'PUBCHEM': '5280795', 'TEXT': 'vitamin D3', 'CHEBI': 'CHEBI:28940', 'CAS': '67-97-0', 'MESH': 'D002762', 'CHEMBL': 'CHEMBL1042', 'DRUGBANK': 'DB00169', 'HMDB': 'HMDB0000876'}"	C0008318
Vitamin D Deficiency	"('MESH', 'D014808')"	"{'MESH': 'D014808', 'TEXT': 'vitamin D deficiency'}"	C0042870
PLA2	"('FPLX', 'PLA2')"	"{'FPLX': 'PLA2', 'TEXT': 'PLA2', 'NCIT': 'C16979', 'ECCODE': '3.1.1.4'}"	C3540622
metabolic process	"('GO', 'GO:0008152')"	"{'GO': 'GO:0008152', 'TEXT': 'metabolism', 'MESH': 'D008660'}"	C1524026
Disease	"('MESH', 'D004194')"	"{'MESH': 'D004194', 'TEXT': 'diseases'}"	C0012634
ATP	"('CHEBI', 'CHEBI:15422')"	"{'PUBCHEM': '5957', 'TEXT': 'ATP', 'CAS': '56-65-5', 'CHEBI': 'CHEBI:15422', 'MESH': 'D000255', 'HMDB': 'HMDB0000538', 'DRUGBANK': 'DB00171', 'CHEMBL': 'CHEMBL14249'}"	C2744579
regulation of mitochondrial membrane potential	"('GO', 'GO:0051881')"	"{'GO': 'GO:0051881', 'TEXT': 'mitochondrial membrane potential'}"	C1816451
bafilomycin A1	"('CHEBI', 'CHEBI:22689')"	"{'CHEBI': 'CHEBI:22689', 'TEXT': 'bafilomycin A1', 'PUBCHEM': '6436223', 'CAS': '88899-55-2', 'DRUGBANK': 'DB06733', 'CHEMBL': 'CHEMBL290814'}"	C0052919
memantine	"('CHEBI', 'CHEBI:64312')"	"{'CHEBI': 'CHEBI:64312', 'TEXT': 'memantine', 'MESH': 'D008559', 'HMDB': 'HMDB0015177', 'CHEMBL': 'CHEMBL807', 'DRUGBANK': 'DB01043', 'PUBCHEM': '4054', 'CAS': '19982-08-2'}"	C0025242
NMDA receptors	"(None, None)"	{'TEXT': 'NMDA receptors'}	C0080093
paracrine signaling	"('GO', 'GO:0038001')"	"{'GO': 'GO:0038001', 'TEXT': 'paracrine signaling', 'MESH': 'D019899'}"	C0525011
RENBP	"('HGNC', '9959')"	"{'UP': 'P51606', 'TEXT': 'Age', 'HGNC': '9959'}"	C1419339
NRG1	"('HGNC', '7997')"	"{'UP': 'Q02297', 'TEXT': 'neuregulin 1', 'MESH': 'D020890', 'HGNC': '7997'}"	C1431343
molecule	"('CHEBI', 'CHEBI:25367')"	"{'CHEBI': 'CHEBI:25367', 'TEXT': 'molecule'}"	C0567416
BIN1	"('HGNC', '1052')"	"{'UP': 'O00499', 'TEXT': 'BIN1', 'HGNC': '1052'}"	C1332412
paricalcitol	"('CHEBI', 'CHEBI:7931')"	"{'CHEBI': 'CHEBI:7931', 'TEXT': 'Paricalcitol', 'PUBCHEM': '5281104', 'DRUGBANK': 'DB00910', 'CAS': '131918-61-1', 'HMDB': 'HMDB0015046', 'CHEMBL': 'CHEMBL1200622'}"	C0249582
CAPN1	"('HGNC', '1476')"	"{'UP': 'P07384', 'TEXT': 'calpain-1', 'HGNC': '1476'}"	C1413109
oxolinic acid	"('CHEBI', 'CHEBI:138856')"	"{'PUBCHEM': '4628', 'TEXT': 'oA', 'MESH': 'D010093', 'CAS': '14698-29-4', 'DRUGBANK': 'DB13627', 'CHEMBL': 'CHEMBL416755', 'CHEBI': 'CHEBI:138856'}"	C0030031
Diabetic Nephropathies	"('MESH', 'D003928')"	"{'MESH': 'D003928', 'TEXT': 'diabetic nephropathy', 'EFO': '0000401'}"	C0011881
APOE4	"(None, None)"	{'TEXT': 'APOE4'}	C0052201
repeat domain	"(None, None)"	{'TEXT': 'repeat domain'}	C3541951
platelet aggregation	"('GO', 'GO:0070527')"	"{'GO': 'GO:0070527', 'TEXT': 'platelet aggregation', 'MESH': 'D010974'}"	C0032176
paired helical filaments	"(None, None)"	{'TEXT': 'paired helical filaments'}	C0085400
LRIT1	"('HGNC', '23404')"	"{'UP': 'Q9P2V4', 'TEXT': 'PAL', 'HGNC': '23404'}"	C1428072
